qid,lang,alias
Q1540278,fr,Gouvernantes à l'époque georgienne
Q1540278,fr,Gouvernantes dans l'Angleterre georgienne et victorienne
Q1540278,pl,guwerner
Q1540278,es,institutor
Q1540278,zh,女家庭教師
Q1540278,el,κουβερνάντα
Q1540158,cs,dřevákář
Q1540158,cs,dřevěnkář
Q1540158,es,fabricante de zuecos
Q1540158,es,Almadreñero
Q1540158,sl,coklarka
Q1540389,en,Buddhist text translator
Q1860032,de,Betriebswirtschaftlerin
Q1860032,vi,chuyên gia kinh tế học kinh doanh
Q1860032,ja,ビジネスエコノミスト
Q1856852,en,newsboy
Q1856852,en,newsie
Q1856852,en,Newspaper vendor
Q1856852,en,news butcher
Q1856852,fr,vendeur de journaux
Q1856852,fr,marchand de journaux
Q1856852,es,vendedora ambulante de periódicos
Q1856852,cs,kamelotka
Q1856852,vi,Người bán báo rong
Q1856852,sl,ulična prodajalka časopisov
Q1856852,sl,prodajalec časopisov
Q1856852,sl,prodajalka časopisov
Q1856852,de,Zeitungsjunge
Q1856852,de,Zeitungsverkäufer
Q1861368,de,Tätowiererin
Q1861368,ru,Мастер татуировки
Q1861368,ru,Татуировщики
Q1861368,ru,татуировщица
Q1861368,ru,мастерица татуировки
Q1861368,en,tattooer
Q1861368,en,tattooist
Q1861368,es,artista tatuador
Q1861368,es,tatuadora
Q1861368,it,tattoo artist
Q1861368,fr,artiste tatoueur
Q1861368,fr,tatoueuse
Q1861368,fr,tatoueur
Q1861368,zh,纹身师
Q1861368,cs,kérkař
Q1861368,cs,tetovač
Q1861368,cs,tatérka
Q1861368,he,מקעקע
Q1861368,nl,tattoo-artiest
Q1861368,sl,tetovatorka
Q1861368,pl,tatuażystka
Q1861368,lt,tatuiruočių meistrė
Q1861368,pt,tatuadora
Q1861368,pt,tatuadores
Q937857,pt,jogadores de futebol
Q937857,pt,futebolistas
Q937857,pt,jogador de futebol
Q937857,pt,jogadora de futebol
Q937857,he,שחקן כדורגל
Q937857,he,כדורגלנית
Q937857,it,calciatori
Q937857,it,calciatrice
Q937857,it,calciatrici
Q937857,en,football player
Q937857,en,association footballer
Q937857,en,footballer
Q937857,en,soccer player
Q937857,en,player
Q937857,en,association soccer player
Q937857,nl,profvoetballer
Q937857,nl,voetbalster
Q937857,nl,voetbalspeler
Q937857,da,Fodboldspilleren
Q937857,de,Fußballspielerin
Q937857,de,Fußballer
Q937857,de,Fußballerin
Q937857,de,Fussballspieler
Q937857,de,Fussballspielerin
Q937857,de,Fussballer
Q937857,de,Fussballerin
Q937857,ja,フットボーラー
Q937857,ja,フットボール選手
Q937857,es,jugador de fútbol
Q937857,es,jugador de balompié
Q937857,es,balompieista
Q937857,es,jugador de futbol
Q937857,es,jugadora de fútbol
Q937857,es,jugadora de futbol
Q937857,es,jugadora de balompié
Q937857,es,jugador de balompie
Q937857,es,jugadora de balompie
Q937857,es,fútbol
Q937857,fr,joueuse de football
Q937857,fr,footballeuse
Q937857,fr,joueur de soccer
Q937857,fr,joueur de football
Q937857,fr,joueur·se de football
Q937857,fr,footballer
Q937857,fr,footballeur
Q937857,lv,futboliste
Q937857,fi,jalkapallon pelaaja
Q937857,mt,futboler
Q937857,lt,futbolininkė
Q937857,cs,fotbalový hráč
Q937857,ro,jucător de fotbal
Q937857,ru,футболистка
Q937857,ru,игрок в футбол
Q937857,ru,игрок в футбол по правилам Ассоциации
Q937857,uk,футболістка
Q937857,ar,لاعب كرة القدم
Q937857,vi,cầu thủ đá banh
Q937857,pl,piłkarka
Q937857,fa,فوتبالیست
Q937857,zh,足球員
Q937857,tr,futbol oyuncusu
Q937857,sw,mchezaji
Q937857,sw,mcheza mpira wa miguu
Q937857,sw,mcheza kandanda
Q936969,pt,Ama-seca
Q936969,zh,保母
Q936969,zh,保姆
Q936969,pl,opiekunka do dziecka
Q936969,pl,niańka
Q936969,pl,opiekun do dziecka
Q936969,pl,opiekunka dziecka
Q936969,pl,opiekun dziecka
Q936969,ru,нянечка
Q936969,de,Kinderfräulein
Q936969,de,Kinderfrau
Q936969,de,Bonne
Q936969,vi,bà vú
Q936969,vi,vú em
Q936969,vi,bảo mỗ
Q936969,da,nanny
Q936969,da,barneplejerske
Q936969,nl,Baboe
Q936969,nl,Kindermeid
Q936969,nl,Kindermeisje
Q936969,sv,barnpiga
Q936969,sv,nanny
Q936969,sv,barnjungfru
Q936969,sv,mannypojke
Q936969,sv,manny
Q936969,sv,nannyflicka
Q936969,sv,barnpojke
Q936969,en,nanny girl
Q936969,en,manny
Q936969,en,nannygirl
Q936969,fr,bonne d'enfants
Q936969,th,พี่เลี้ยงเด็ก
Q936969,th,แม่บ้าน
Q936969,sl,varuh
Q936969,hu,nevelőnő
Q936969,es,yaya
Q936969,ta,ஆயா
Q936969,ro,bonă
Q579516,de,Knappe
Q579516,de,Page
Q579516,de,Edelknecht
Q579516,zh,侍从
Q579516,zh,侍從
Q579516,ja,従者
Q579516,ru,оруженосица
Q579516,hu,címerhordozó apród
Q579516,hu,címerapród
Q579516,hu,apród
Q579516,hu,fegyvernök
Q579516,hu,pajzshordó
Q581199,it,somatophylax
Q581199,it,somatophylakes
Q596033,es,postillon
Q596033,en,postillion
Q596033,nl,postkoetsier
Q596033,hu,"postillon, postillion"
Q596033,de,Postkutscher
Q596033,pl,forytarz
Q595071,es,enfermera especialista
Q595071,en,nurse practitioners
Q595071,en,NP
Q595071,bn,nurse practitioners
Q595071,sl,diplomirani zdravstvenik z naprednimi znanji
Q595071,hu,magasan képzett betegápoló
Q595071,hu,kiterjesztett hatáskörű ápoló
Q595071,hu,kiterjesztett hatáskörű betegápoló
Q600751,es,procurador
Q600751,es,procurador fiscal
Q600751,es,promotor fiscal
Q600751,es,agente fiscal
Q600751,es,agente del ministerio público
Q600751,es,agente del ministerio publico
Q600751,nl,procureur
Q600751,sl,tožilec
Q600751,de,Staatsanwältin
Q600751,de,Amtsanwalt
Q600751,de,Amtsanwaltschaft
Q600751,ja,公訴人
Q600751,he,תובעת
Q600751,he,תובע
Q600751,he,קטגור
Q600751,he,קטגורית
Q600751,ar,وكلاء الجمهورية
Q600751,ar,وكيل الجمهورية
Q600751,ar,مدعي
Q600751,ar,وكيل الملك
Q600751,zh,起訴人
Q600751,zh,檢事
Q600751,zh,检察官
Q600751,hu,államügyész
Q600751,cs,státní zástupce
Q600751,ru,главный обвинитель
Q600751,ru,государственный обвинитель
Q600751,ru,генеральный прокурор
Q600751,sv,aktor
Q600751,fr,procureur
Q600751,fr,procureure
Q600751,fr,procureuse
Q600751,lt,prokurorė
Q600751,it,procuratrice
Q600751,ro,procurori
Q600751,ro,procurorul
Q594845,en,deacon
Q594845,en,permanent deacon
Q594845,de,Ständiger Diakonat
Q594845,de,Diakon
Q594845,cs,stálý jáhen
Q594845,nl,Diaken
Q594845,fr,diacre
Q594845,es,diácono vocacional
Q594845,es,diácono
Q597154,it,NASA Astronaut Group 1
Q597154,zh,水星计划7人
Q1895303,nl,boswachter
Q1895303,en,woodward
Q1895303,es,silvicultora
Q1895303,es,guardabosques
Q1895303,pt,silvicultora
Q1895303,pt,silvícola
Q1895303,lt,Eiguva
Q1895303,lt,girininkė
Q1895303,lt,miškininkas
Q1895303,lt,miškininkė
Q1895303,he,יערנית
Q1895303,sv,överjägmästare
Q1895303,sv,stiftsjägmästare
Q1895303,sv,länsjägmästare
Q1895303,sv,forstmästare
Q1895303,ru,лесничий
Q1895303,uk,лісовод
Q1895303,zh,林务官
Q1895303,zh,林務人員
Q1895303,tr,orman korucusu
Q1895303,fr,technicien forestier
Q1895303,fr,technicienne forestière
Q1895303,de,Försterin
Q1895303,de,Forstrevierleiter
Q1895303,de,Forstrevierleiterin
Q1895303,de,Forstbetriebsleiter
Q1895303,de,Forstbetriebsleiterin
Q1895303,de,Forstamtsleiter
Q1895303,de,Forstamtsleiterin
Q1895303,ja,フォレスター
Q1895303,ar,الحراجي
Q1895303,ar,حراج
Q1895303,ar,الحراج
Q937857,tl,manlalaro ng football
Q937857,tl,manlalaro ng association football
Q937857,tl,manlalaro ng soccer
Q1892396,en,Marbais et Lasnier
Q1893467,nl,De-De
Q1272541,en,Elmore automobile
Q1268091,de,Polyphon Musikwerke
Q1266780,de,Durant Motors Inc.
Q1268911,sl,Godčevsko igranje
Q1268911,fi,kansansoittaja
Q1268911,fi,pelmanni
Q1268911,en,fiddler
Q1268911,de,Spielleute
Q1272890,de,D'Aoust
Q1272795,hu,cigányprímás
Q1273017,de,D'Yrsan
Q1273326,de,Jetflyer
Q1273292,en,Walter Fiat
Q1270707,fr,Motocyclettes Désert et de Font-Réault
Q1270707,en,Désert et de Font-Réault motorcycles
Q943995,pt,Intendente-Geral
Q943995,pt,Intendência
Q943995,nl,impressario
Q943995,nl,talentmanager
Q943995,en,Talent Manager
Q943995,en,concert promoter
Q943995,ja,興行主
Q943995,cs,impresario
Q943995,cs,divadelní ředitel
Q943995,cs,umělecký ředitel
Q943995,da,talentmanager
Q943995,he,אמרגנית
Q943995,zh,主辦人
Q943995,zh,劇院經理
Q943995,zh,音乐经理
Q943995,ru,импресарио
Q943995,ru,продюсер
Q943995,ru,антрепренёрка
Q943995,ru,антрепренёрша
Q943995,ga,impresario
Q943995,vi,Bầu show
Q943995,vi,Bầu gánh
Q943995,vi,Ông bầu
Q943995,vi,Bà bầu
Q943995,vi,Showman
Q943995,es,promotor
Q943995,es,manager artístico
Q943995,es,representante
Q943995,es,productor
Q943995,az,Antreprenyor
Q943995,fr,impressario
Q947305,de,Skaldin
Q947305,fr,skald
Q947305,zh,吟唱诗人
Q947305,zh,斯卡尔迪
Q947305,zh,北歐吟遊詩人
Q947305,zh,北地詩人
Q947305,zh,吟唱詩人
Q947305,zh,北地诗人
Q947305,zh,吟唱体
Q947305,it,skaldo
Q947305,sl,skaldinja
Q942730,fr,Brossel Frères SA
Q945560,de,Di Blasi Francofonte
Q945560,it,Di Blasi Industriale S.r.l.
Q945560,en,Di Blasi Industriale S.r.l.
Q945560,fr,Di Blasi Industriale S.r.l.
Q948329,es,actor caracterista
Q948329,es,actriz de género
Q948329,es,actor de genero
Q948329,es,actriz de genero
Q948329,es,actor secundario
Q948329,fr,actrice de genre
Q948329,fr,acteur de genre
Q948329,en,character actress
Q948329,tr,Karakter aktrisi
Q948329,tr,Karakter kadın oyuncusu
Q948329,tr,Karakter aktörü
Q948329,tr,Karakter erkek oyuncusu
Q948329,ar,ممثلة تعبيرية
Q948329,de,Chargenspieler
Q948329,de,Chargenspielerin
Q948329,de,Charakterdarstellerin
Q948329,he,שחקנית אופי
Q948329,zh,甘草演员
Q948329,zh,绿叶演员
Q948329,zh,角色演員
Q948329,zh,性格演员
Q948329,zh,角色演员
Q948329,id,aktor karakter
Q948329,id,aktris karakter
Q948329,el,καρατερίστα (για γυναίκα)
Q948329,it,caratterista
Q948329,ro,actriță de personaj
Q1572123,es,ingeniera de sistemas
Q1572123,de,Systems Engineer
Q1572123,de,Systemingenieurin
Q1572123,ru,инженер систем
Q1572123,he,מהנדסת מערכות
Q1572123,uk,інженер систем
Q1572123,fr,ingénieur des systèmes
Q1572123,fr,ingénieur systèmes
Q1572123,be,інжынер сістэм
Q1572123,be,сістэматэхнік
Q1572123,ja,システム・エンジニア
Q1572123,ja,システムエンジニア
Q1572123,ja,SE
Q1569355,de,Mann and Overton
Q1569355,pl,Carbodies
Q1569355,pl,LTI
Q1569355,pl,London Taxis International
Q1569355,pl,Mann and Overton
Q1569355,fr,London Taxi International
Q1569355,en,London Taxis International
Q1569439,es,esquiladora
Q1569439,fr,tondeuse de moutons
Q1569439,fr,tondeur de moutons
Q1569439,en,shearer
Q1569439,de,Schafschererin
Q1569439,nl,schaapscheerder
Q1570016,de,Hako
Q1570016,en,Hako
Q1571360,de,Hallamshire
Q1571360,de,Churchill
Q1571336,ja,ルストン
Q1571336,ja,ラストン・アンド・ホーンズビー
Q1571336,zh,拉斯顿和霍恩斯比
Q1571336,en,Ruston and Hornsby
Q1885464,de,M. Maillard
Q1881443,it,Morris Garages
Q1881443,en,Morris Garages
Q1881443,fr,Morris Garages
Q1881443,ar,Morris Garages
Q1881443,cs,Morris Garages
Q1881443,de,Morris Garages
Q1881443,es,Morris Garages
Q1881443,hu,Morris Garages
Q1881443,nl,Morris Garages
Q1881443,pl,Morris Garages
Q1881443,zh,Morris Garages
Q1884050,he,דרשן
Q1884050,he,מגיד (דרשן)
Q1884050,he,מגיד מישרים
Q1884050,he,מגיד
Q1884050,it,Maggid
Q1884050,pl,Maggid
Q1884050,ja,マギッド
Q1884050,ru,маггид
Q1884050,uk,Маґід
Q1884868,de,MRPL
Q1885405,nl,SKEV
Q561457,de,Frächter
Q561457,de,Spediteur
Q561457,en,common carrier
Q561457,en,public carrier
Q561457,ja,コモン・キャリア
Q561457,ja,一般輸送業者
Q561457,ja,一般運送事業者
Q561457,ru,фрахтовщик
Q561457,ru,перевозчица
Q561457,ru,фрахтовщица
Q561457,zh,公共運輸業者
Q561457,hu,fuvarozó
Q561457,hu,szállító
Q561457,hu,szállítmányozó
Q561457,vi,người chuyên chở
Q561457,sl,prenašalka
Q561457,it,spedizioniere
Q561457,it,vettore
Q565128,ru,Голиаф
Q565128,sv,Goliath-Werke
Q565128,en,Goliath-Werke Borgward & Co.
Q565128,es,Goliath-Werke Borgward & Co.
Q559608,pl,RUF
Q559608,fr,Ruf
Q559608,fr,Ruf Sports Car
Q559608,fr,RUF Automobile GmbH
Q559608,ru,РУФ Автомобили
Q559608,ru,RUF
Q559608,nl,Alois Ruf
Q559608,ro,RUF Automobile
Q559608,ro,RUF
Q561187,ru,WOM маркетинг
Q561187,ru,WOM
Q561187,ru,WOMM
Q561187,ru,сарафанное радио
Q561187,ko,구전 광고
Q561187,fa,بازاریابی شفاهی
Q561187,fa,تبلیغ دهان به دهان
Q561187,ja,クチコミ・マーケティング
Q561187,ja,口コミマーケティング
Q561187,pt,Marketing de boca-a-boca
Q561187,pt,Publicidade passa-a-palavra
Q561187,pt,WOMM
Q561187,en,WOMM
Q561187,en,WOM marketing
Q561187,en,word of mouth advertising
Q561187,zh,口碑營銷
Q561187,zh,口碑营销
Q561187,de,Mund-zu-Mund-Propaganda
Q561187,lv,mutvārdu tirgdarbība
Q561187,ro,marketing prin viu grai
Q561187,ro,publicitate din gură în gură
Q564612,en,CLO
Q564612,en,chief counsel
Q564612,en,Chief Legal Officer
Q564612,en,Chief Legal Counsel
Q564612,en,Legal Director
Q564612,en,Legal Manager
Q564612,en,Board Director for Legal Affairs
Q564612,en,Director General of Legal Affairs
Q564612,en,Chief Compliance Officer
Q564612,en,Director for Legal Affairs
Q564612,en,Head of Legal
Q564612,es,chief legal officer
Q564612,es,CLO
Q564612,es,Gerente legal
Q564612,es,Director de Asuntos Legales
Q564612,es,Asesor Jurídico Jefe
Q564612,es,Director de Asuntos Jurídicos
Q564612,es,Asesor Jurídico Jefe de la Compañía
Q564612,ja,法務顧問
Q564612,ja,司法参与
Q564612,ja,最高法務責任者
Q564612,ja,顧問弁護士
Q564612,ja,法律顧問
Q564612,zh,总法律顾问
Q564612,zh,总顾问
Q564612,zh,法律总监
Q564612,zh,首席法律官
Q564612,zh,法律总顾问
Q564612,zh,法務總監
Q564612,de,Chief Legal Officer
Q564612,de,Chefjustiziar
Q564612,fr,directrice juridique
Q564612,fr,responsable juridique
Q564612,fr,directeur des affaires juridiques
Q564612,fr,chef du service juridique
Q564612,fr,directeur juridique
Q564612,ko,법무담당이사
Q564612,ko,법무이사
Q564612,ko,최고법무관리자
Q564612,da,jur. direktør
Q564612,da,juridisk chef
Q564612,da,Chefjurist
Q550594,es,vendedor de pescado
Q550594,es,pescadera
Q550594,ru,рыботорговка
Q550594,ru,торговец рыбой
Q550594,ru,торговка рыбой
Q550594,en,fishwife
Q550594,en,fish trader
Q550594,en,fish seller
Q550594,nl,visverkoper
Q550594,nl,visboer
Q550594,vi,lái buôn thủy hải sản
Q550594,vi,người bán cá
Q550594,ko,생선 장수
Q550594,tr,balıkçı dükkanı
Q550594,de,Fischverkäufer
Q550594,hu,halárus
Q550594,hu,halaskofa
Q552149,de,Neckar Automobilwerke
Q552149,sv,Neckar Jagst
Q552149,it,Fiat-NSU
Q552149,en,NSU-Fiat
Q551835,de,Schriftstellerarzt
Q551835,de,Dichterärztin
Q551835,de,Schriftstellerärztin
Q551835,es,médico escritor
Q551835,es,médico poeta
Q551835,es,escritor médico
Q551835,es,medico-escritor
Q551835,es,medico escritor
Q551835,es,medico poeta
Q551835,es,escritor medico
Q551835,ru,писатель-врач
Q551835,ru,врач-писательница
Q551835,nl,medisch schrijver
Q551835,en,medical writer
Q551835,ja,医師ライター
Q551835,sl,medicinski pisatelj
Q551835,sl,medicinska piska
Q551835,sl,medicinska pisateljica
Q551835,hu,orvostudományi író
Q551835,hu,orvosi szakíró
Q551835,sv,författare och läkare
Q551835,uk,письменник-лікар
Q551835,uk,лікарка-письменниця
Q551835,uk,письменниця-лікарка
Q551835,vi,nhà văn y khoa
Q1563878,nl,Vanden Plas (carrosseriebouw)
Q1553679,es,neocoro
Q1553679,es,neókoros
Q1553679,es,neokoroi
Q1553679,en,neokoros
Q1553679,en,Neokoros
Q1555181,de,Pelzveredlerin
Q1555181,de,Pelzveredler
Q1555170,ja,Gurgel Supermini
Q1555170,pt,Gurgel Motores S/A
Q1555170,pt,Gurgel Motores
Q1555170,pt,Gurgel motores
Q1555170,pt,Gurgel motores s/a
Q1564056,en,Synkellos
Q1564056,tr,Syncellus
Q1564056,it,synkellos
Q1564056,es,sincelo
Q1558050,de,Gymnasialrat
Q1558050,de,Kleiner Studienrat
Q1558050,de,Gymnasialprofessorin
Q1558050,cs,profesor na gymnáziu
Q1878248,en,Lutece
Q1878248,nl,Lutece
Q1879122,nl,Ringhini Torrani Motori.
Q1879122,en,Ringhini Torrani Motori.
Q1872739,de,LuWe Motorräder und Automobile in Freiburg
Q1877668,de,Coudert
Q1878339,de,Lux'sche Industriewerk
Q1878339,de,Lux’sche Industriewerk
Q1878339,de,Lux-Werke
Q1878339,de,Lux'sche Industriewerke
Q1878339,de,Lux
Q1880593,de,L'Ardennaise
Q1880698,de,L'Élégante
Q1880765,nl,Geco-Herstal
Q1880770,de,Gatford
Q1880770,de,Gatso
Q1880770,de,Kwik (Automarke)
Q1880744,cs,M.G.P. spol. s r.o.
Q1515704,pt,Prepósito Geral da Companhia de Jesus
Q1515704,pt,Papa negro
Q1515704,id,Superior Jendral Serikat Yesus
Q1515704,de,Generaloberen der Jesuiten
Q1515704,cs,Generál jezuitů
Q1515704,cs,Generál jezuitského řádu
Q1515704,ru,Генералы ордена иезуитов
Q1515704,ru,Генерал ордена иезуитов
Q1515704,ru,Генералы Общества Иисуса
Q1515704,ru,Список генералов иезуитов
Q1515704,ru,Список генералов Общества Иисуса
Q1515704,fr,Pape noir
Q1515704,fr,Superieur general de la Compagnie de Jesus
Q1515704,fr,supérieur général de la Compagnie de Jésus
Q1515704,fr,préposé général
Q1515704,es,Papa negro
Q1515704,es,Superior General de la Compania de Jesus
Q1515704,es,Superior General de la Compañia de Jesús
Q1515704,es,General Superior de la Compania de Jesus
Q1515704,es,Padre Superior de la Compañía de Jesús
Q1515704,es,General de la Compañia de Jesús
Q1515704,es,General Superior de la Compañía de Jesús
Q1515704,es,Superior General de la Compania de Jesús
Q1515704,es,Superior General de la Compañía de Jesus
Q1515704,es,General Superior de la Compañia de Jesus
Q1515704,es,General de la Compañía de Jesús
Q1515704,es,Preposito General de la Compania de Jesus
Q1515704,es,General de la Compañía de Jesus
Q1515704,es,Padre General
Q1515704,es,General Superior de la Compañia de Jesús
Q1515704,es,Superior General de la Companía de Jesús
Q1515704,es,superior de los jesuitas
Q1515704,uk,Список генералів єзуїтів
Q1515704,uk,Генерали Товариства Ісуса
Q1515704,it,Papa nero
Q1515704,en,Black Pope
Q1515704,en,Jesuit Superior General
Q1515704,zh,耶穌會總會長
Q1515704,zh,耶酥會總會長
Q1515704,zh,耶穌會縂會長
Q1515704,be,Генерал ордэна езуітаў
Q1515704,sl,generalni superior jezuitov
Q1515704,pl,Generałowie zakonu jezuitów
Q1515704,pl,Czarny papież
Q1515551,de,Wedding-Planner
Q1515551,ja,ウエディング・プランナー
Q1515551,ja,ウェディング・プランナー
Q1515551,ja,ウエディングプランナー
Q1515551,vi,Wedding planner
Q1515551,zh,婚禮策劃
Q1515551,zh,婚禮策劃人
Q1515551,zh,婚礼策划人
Q1515551,nl,weddingplanner
Q1515551,pl,doradca weselny
Q1515551,fr,organisateur de mariages
Q1515551,fr,organisatrice de mariages
Q1515551,fr,wedding planner
Q1515551,tr,organizatör
Q1515551,sl,načrtovalka porok
Q1515551,lv,kāzu organizētājs
Q1516054,de,Gerüstbauerin
Q1516054,fr,Echafaudeur
Q1516054,fr,échafaudeur
Q1516054,fr,échafaudeuse
Q1281521,fr,pilote de chasse
Q1281521,ru,военный пилот
Q1281521,ru,пилот ВВС
Q1281521,ru,военная лётчица
Q1281521,de,Kampfpilotin
Q1281521,uk,військовий пілот
Q1281521,uk,пілот ВПС
Q1281521,sv,attackflygare
Q1281521,lt,karo lakūnė
Q1281521,lt,karo aviatorius
Q1281521,lt,karo aviatorė
Q1280099,nl,Ebro (truck)
Q1280099,es,Motor Iberica
Q1280099,es,Ebro Ecopower
Q1280099,es,Ebro (automóviles)
Q1280099,es,Motor Ibérica
Q1280099,en,Ebro Ecopower
Q1280099,ru,Ebro Ecopower
Q1279568,he,אורגת גובלנים
Q1279568,de,Tapeziererin
Q1279568,de,Tapezierermeister
Q1279568,de,Tapezierermeisterin
Q1279568,fr,tapissière
Q1279568,en,paper hanger
Q1279568,en,paperhanger
Q1279568,da,tapetserermester
Q1279568,sl,tapetnica
Q1279568,nl,kamerbehanger
Q1280552,nl,Thornycroft Ltd.
Q1280552,zh,桑尼克羅夫特
Q1280946,de,"Facharbeiter für Betriebsmess-, Steuerungs- und Regelungstechnik"
Q1281064,de,Fassmalerin
Q1281064,de,Staffiermaler
Q1281064,de,Staffiermalerin
Q1281064,de,Peintre-doreur
Q1281064,sl,polikromistka
Q1281064,nl,polychromeur
Q1281395,de,Edelsteinfasserin
Q1281395,de,Edelsteinsetzer
Q1281395,de,Edelsteinsetzerin
Q1281395,en,gem-setter
Q1281395,en,setter
Q1281395,fr,bijoutier sertisseur
Q1281395,nl,zetter
Q1281395,nl,edelsteenzetter
Q1281395,sv,fattare
Q1281395,sv,stenfattare
Q1281395,sv,steninfattare
Q1279743,de,lutherischer Archidiakonin
Q1279743,de,lutherischer Erzdiakon
Q1279743,de,lutherischer Erzdiakonin
Q1279743,en,archdeacon
Q591001,tr,"Chery Automobile Co., Ltd."
Q591001,en,Chery Automobile Co. Ltd
Q591001,en,Chery
Q591001,de,Chery
Q591001,es,Qirui
Q591001,es,Chery Automobile Co. Ltd
Q591001,zh,奇瑞
Q591001,ar,شيري للسيارات
Q591001,fr,Chery Automobile
Q591001,nl,Chery
Q591001,pl,Chery
Q591001,pt,Chery Automobile
Q592144,es,visitador apostolico
Q592144,vi,khâm sai tông tòa
Q592144,vi,khâm sai tòa thánh
Q592602,es,perfusionista clínico
Q592602,es,perfusionista cardiovascular
Q592602,es,perfusionista médico
Q592602,en,Clinical perfusionist
Q592602,en,Cardiovascular perfusionist
Q592602,en,Clinical perfusion scientist
Q592602,en,Medical perfusionist
Q592602,en,Bypass Doctor
Q592602,fr,technicien de circulation extra-corporelle
Q592602,fr,infirmier perfusioniste
Q589897,fr,mahout
Q589897,es,cornaca
Q589897,sv,mahout
Q589897,ja,ゾウ使い
Q589897,ja,マフート
Q589897,el,οδηγός ελεφάντων
Q1265873,en,Paris-Rhone
Q1266283,es,profesora titular
Q1266283,es,titular de universidad
Q1266283,es,profesor titular universitario
Q1266283,es,profesor numerario
Q1266283,es,maître de conférences
Q1266283,es,Profesor titular universitario
Q1266283,es,Profesor titular de universidad
Q1266283,es,Maître de conférences (Francia)
Q1266283,ja,シニア・レクチャラー
Q1266283,ru,титулярный профессор
Q1266283,ru,старший лектор
Q1266283,ru,помощник профессора
Q1266283,ru,ассоциированный профессор
Q1266283,ru,помощница профессора
Q1266283,he,assistant professor
Q1266283,hu,címzetes főiskolai tanár
Q1266283,hu,címzetes professzor
Q1266283,hu,docens
Q1266283,hu,egyetemi docens
Q1266283,hu,főiskolai docens
Q1266283,sl,naslovna profesorica
Q1266283,sl,pomočnik profesorja
Q1266283,sl,pomočnica profesorja
Q1266283,en,Sr. Lecturer
Q1266283,en,maître de conférences
Q1266283,fr,maître d’enseignement et de recherche
Q1266283,fr,MER
Q1266283,fr,maître de conférences des universités
Q1266283,fr,maître de conférences en France
Q1266283,fr,professeur chargé de cours
Q1266283,fr,MCF
Q1266283,fr,maître de conférences
Q1266283,fr,maîtresse de conférences
Q1266283,fr,maîtresse de conférences des universités
Q1266283,fr,maîtresse de conférences en France
Q1266283,de,Maître de Conférences
Q1266283,zh,副教授
Q1266283,pl,starszy wykładowca
Q1266260,bg,Протоиерей
Q1266260,hu,protohiereus
Q1266260,ro,protopop
Q589298,es,redactor jefe
Q589298,es,redactora jefa
Q589298,es,redactora en jefe
Q589298,es,redactor-jefe
Q589298,es,jefe de redaccion
Q589298,es,jefa de redacción
Q589298,es,jefa de redaccion
Q589298,es,redactora jefe
Q589298,fi,vastaava toimittaja
Q589298,fi,vastaava päätoimittaja
Q589298,fr,rédactrice en chef
Q589298,fr,rédacteur en chef
Q589298,ru,главред
Q589298,ru,редактор
Q589298,en,editor in chief
Q589298,en,principal editor
Q589298,en,executive editor
Q589298,en,chief editor
Q589298,en,EiC
Q589298,en,lead editor
Q589298,en,top editor
Q589298,en,editorial director
Q589298,he,עורכת ראשית
Q589298,he,עורך ניהולי
Q589298,he,עורכת ניהולית
Q589298,he,עורך אחראי
Q589298,he,עורכת אחראית
Q589298,zh,主编
Q589298,zh,总编辑
Q589298,ro,redactor șef
Q589298,ro,redactor principal
Q589298,ta,பதிப்பு முதன்மையர்
Q589298,ta,முதன்மை பதிப்புத்தலைவர்
Q589298,ta,தலைமை பதிப்பாசிரியர்
Q589298,ta,நிருவாகப் பதிப்பாசிரியர்
Q589298,de,Chefredakteurin
Q589298,de,Hauptschriftleiter
Q589298,de,Hauptschriftleiterin
Q589298,de,Redaktionsleiter
Q589298,ga,eagarthóir ceannais
Q589298,it,redattore capo
Q589298,nl,hoofdredactie
Q589298,sv,Huvudredaktör
Q589298,sv,chefsredaktör
Q589298,id,editor ketua
Q589298,id,kepala editor
Q589298,id,editor kepala
Q589298,id,pemred
Q589298,id,ketua editor
Q589298,sl,odgovorna urednica
Q589298,cs,šéfredaktorka
Q589298,cs,vedoucí redaktor
Q589298,cs,hlavní redaktor
Q589298,ms,ketua pengarang
Q589298,tr,başyazar
Q589298,tr,baş editör
Q589298,tr,sorumlu yayın müdürü
Q589298,tr,yazı işleri sorumlusu
Q589298,uk,шеф-редактор
Q589298,uk,шефредактор
Q589298,uk,головред
Q589298,uk,головна редакторка
Q589298,uk,шефредакторка
Q589298,uk,шеф-редакторка
Q586041,en,Connew
Q586041,ja,ピーター・コンニュー
Q585891,ja,海軍総司令部 (ナチス・ドイツ)
Q585891,ja,総司令官
Q585891,ja,海軍総司令官
Q585891,ja,ドイツ海軍総司令部作戦部
Q585891,de,OKM
Q587176,es,Tecnico de Operacion de Lineas Automaticas
Q588083,ja,ガレー船奴隷
Q588083,ja,ガレー船の漕ぎ手
Q588083,ru,галерное рабство
Q588083,ru,вечные галеры
Q588662,en,soda jerker
Q1906764,nl,Labor (motorfietsmerk)
Q1906854,de,Maschinenbautechnikerin
Q1906854,de,Maschinenbaumechaniker
Q1906854,de,Maschinenbaumechanikerin
Q1902459,de,Marr
Q1902459,es,Marr
Q1902809,nl,Marshaller
