qid,lang,alias
Q80687,he,מזכירה
Q80687,es,auxiliar administrativo
Q80687,es,secretaria
Q80687,es,asistente personal
Q80687,es,asistente administrativo
Q80687,de,Sekretärin
Q80687,de,Bürogehilfe
Q80687,de,Bürogehilfin
Q80687,de,Sekretarius
Q80687,de,Sekretariat
Q80687,de,Geheimschreiber
Q80687,id,Asisten administrasi
Q80687,vi,thư kí
Q80687,ar,سكرتاريا
Q80687,ar,السكرتاريا
Q80687,ar,سكرتاري
Q80687,ar,سكرتاريه
Q80687,ar,السكرتارية
Q80687,ar,مساعد شخصي
Q80687,sv,handsekreterare
Q80687,sv,privatsekreterare
Q80687,sv,sekreterarflicka
Q80687,pt,secretária executiva
Q80687,ru,секретарь
Q80687,ru,секретарша
Q80687,cs,tajemník
Q80687,cs,tajemnice
Q80687,cs,sekretářka
Q80687,fa,منشی‌گری
Q80687,en,personal assistant
Q80687,en,administrative assistant
Q80687,en,office assistant
Q80687,en,clerical secretary
Q80687,fr,secrétariat
Q80687,el,γραμματεία
Q80687,zh,私人助理
Q80687,zh,书记
Q80687,zh,部长
Q80687,zh,书记员
Q80687,ro,asistent personal
Q80687,th,เลขา
Q80687,hu,személyi aszisztens
Q80687,hu,titkárnő
Q80687,sl,tajnik
Q80687,sl,osebni asistent
Q80687,sl,sekretar
Q80687,sl,administratorka
Q80687,sl,tajnica
Q80687,sl,osebna asistentka
Q80687,sl,sekretarka
Q80687,nl,secretaresse
Q80687,da,privatsekretær
Q80687,lv,personīgais asistents
Q80687,lv,sekretāre
Q80687,ja,セクレタリー
Q80687,uk,секретарка
Q80687,lt,sekretorė
Q71233,pl,AvtoZAZ
Q71233,ru,ЗАЗ
Q71233,ru,Коммунар
Q71233,ru,АвтоЗАЗ
Q71233,ru,Запорожский автомобильный завод
Q71233,uk,ЗАЗ
Q71233,uk,Запорізький автомобільний завод
Q71233,uk,ПАТ «ЗАЗ»
Q71233,uk,АвтоЗАЗ
Q71233,it,Zaporozhsky Avtomobilny Zavod
Q71233,it,ZAZ
Q71233,de,Saporischschjaer Automobilbauwerk
Q71233,de,Saporischjaer Automobilbauwerk
Q71233,de,Saporoschski Awtomobilestroitelny Sawod
Q71233,de,Zaporizhia Automobile Building Plant
Q71233,de,AwtoSAS
Q71233,de,AvtoZAZ
Q71233,lt,Zaporožės automobilių gamybos įmonė
Q71233,lt,Zaporižos automobilių gamybos įmonė
Q71233,lt,Zaporižės automobilių gamykla
Q71233,sv,Zaporozhets
Q71233,nl,Zaporozhsky Avtomobilny Zavod
Q71233,hu,ZAZ
Q71233,en,"Zaporozhsky Avtomobilny Zavod ""Kommunar"""
Q71233,en,"Proizvodstvennoe Obiedinenie ""AvtoZAZ"""
Q71233,en,Zaporizhzhia Automobile building plant
Q71233,ja,ザポリージャ自動車工場
Q75178,pt,Bispo auxiliar
Q75178,ru,епископ-помощник
Q75178,ru,вспомогательный епископ
Q75178,it,Vescovi ausiliari
Q75178,it,Vescovo ausiliario
Q75178,de,Auxiliarbischof
Q75178,cs,světící biskup
Q75178,cs,auxiliář
Q75178,sv,assisterande biskop
Q75178,be,аўксіліярый
Q75178,en,bishop
Q75178,en,auxiliary bishop
Q75178,en,assistant bishop
Q75178,es,obispo
Q68887,en,Mirvaiz
Q68887,en,Mirwaiz-i-Kashmir
Q68887,en,Mirwaiz Kashmir
Q193364,pl,wikary
Q193364,fr,vicaires
Q193364,de,Domvikar
Q193364,de,Vikarin
Q193364,de,Domvikarin
Q193364,de,vikářky
Q193364,de,Dompräbendat
Q193364,sv,Kh
Q193364,sv,Sockenpräst
Q193364,sv,Kyrkoherdar
Q193364,sv,Lantpräst
Q193364,uk,Єпископ-помічник
Q193364,ja,教区副牧師
Q193364,ja,教区牧師
Q193364,ja,教皇代理
Q193364,ja,ビカー
Q193364,zh,副手
Q193364,zh,主事
Q193364,zh,教區牧師
Q193364,en,parish minister
Q193364,en,vikářky
Q193364,en,kyrkoherde
Q193364,cs,women vicars
Q193364,cs,vikářky
Q193364,cs,vikářka
Q193364,fi,Kirkkoherra
Q193364,it,vikář
Q193364,hu,vikárius
Q193364,hu,anglikán lelkész
Q193364,hu,lelkész (anglikán)
Q193364,es,delegado
Q192814,zh,哈雷戴維森
Q192814,zh,哈雷機車
Q192814,zh,Harley-Davidson
Q192814,pl,Harley Davidson
Q192814,he,הארלי דייווידסון
Q192814,he,הרלי דייווידסון
Q192814,fr,Harley Davidson
Q192814,es,Harley Davidson Motor Company
Q192814,es,Harley-Davidson Motor Company
Q192814,it,Harley Davidson
Q192814,de,Harley Davidson
Q192814,de,Harley
Q192814,id,Harley Davidson
Q192814,ja,ハーレー・ダビッドソン
Q192814,ja,ハーレー・ダヴィッドソン
Q192814,ja,ハーレーダヴィッドソン
Q192814,ja,ハーレーオーナーズグループ
Q192814,ja,ハーレーダビットソン
Q192814,ja,ハーリー＝デイヴィッドソン
Q192814,sv,Harley Davidson
Q192814,nl,Harley Davidson
Q192814,ru,Харли-Дэвидсон
Q192814,ru,Harley Davidson
Q192814,th,ฮาร์เล่ย์
Q192814,th,ฮาร์เลย์-เดวิดสัน
Q192814,th,Harley-Davidson
Q192814,th,ฮาร์ลีย์เดวิดสัน
Q192814,th,Harley Davidson
Q192814,fi,Harrikka
Q192814,fi,Harley-Davidson
Q192814,fi,Harley Davidson
Q192814,cs,Harley Davidson
Q192814,fa,هارلی دیوید سان
Q192814,fa,هارلی دیویدسون
Q192814,da,Harley-Davidson Motor Company
Q192814,en,"Harley-Davidson, Inc."
Q192814,en,H-D
Q192814,uk,Harley Davidson
Q192814,hi,हार्ले डेविडसन
Q192814,hi,हार्ले
Q192814,pt,Harley-Davidson Motor Company
Q164236,it,inviato di guerra
Q164236,it,giornalista di guerra
Q164236,it,reporter di guerra
Q164236,de,Kriegskorrespondent
Q164236,de,Kriegsberichter
Q164236,de,Frontberichterstatter
Q164236,de,Kriegsjournalist
Q164236,de,Kriegsberichterstatterin
Q164236,de,Kriegsreporterin
Q164236,de,Kriegskorrespondentin
Q164236,de,Kriegsberichterin
Q164236,de,Frontberichterstatterin
Q164236,de,Kriegsjournalistin
Q164236,de,Kriegsberichterstatter
Q164236,de,Specialcorrespondent
Q164236,fr,journaliste en temps de guerre
Q164236,fr,correspondant de guerre
Q164236,fr,correspondante de guerre
Q164236,fr,reporter de guerre
Q164236,ru,военкор
Q164236,ru,военный репортёр
Q164236,ru,военный журналист
Q164236,ru,военная корреспондентка
Q164236,ru,военная журналистка
Q164236,he,כתבת צבאית
Q164236,es,periodista de guerra
Q164236,nl,oorlogscorrespondent
Q164236,be,ваенкар
Q164236,pl,korespondent wojenny
Q164236,zh,战地记者
Q164236,lv,kara reportieris
Q164236,lv,kara žurnālists
Q164236,en,war reporter
Q164236,en,war journalist
Q164236,en,military journalist
Q164236,en,milblogger
Q164236,ar,مراسل عسكري
Q164236,ar,مراسل ميداني
Q164236,lt,karo korespondentė
Q164236,lt,karo žurnalistas
Q164236,lt,karo žurnalistė
Q164236,lt,karinis korespondentas
Q164236,hr,ratni reporter
Q165029,fr,électricienne
Q165029,fr,electricien
Q165029,fr,électriciens
Q165029,fr,électricien
Q165029,es,electricistas
Q165029,it,Installatore elettrico
Q165029,it,Installatori elettrici
Q165029,de,Elektriker
Q165029,de,Elektroinstallateurin
Q165029,de,Elektrikerin
Q165029,de,Industrieelektriker – Geräte und Systeme/Industrieelektrikerin – Geräte und Systeme
Q165029,ja,電気工事士試験
Q165029,ja,第二種電気工事士
Q165029,ja,電気技術者
Q165029,nl,electricien
Q165029,nl,electriciën
Q165029,nl,elektriciën
Q165029,nl,elektromonteur
Q165029,sv,Elinstallatör
Q165029,sv,Elmontör
Q165029,pt,electricistas
Q165029,ru,электрик
Q165029,fa,برق کار
Q165029,fa,برقکار
Q165029,be,электрык
Q165029,zh,電氣技師
Q165029,zh,電匠
Q165029,zh,电工
Q165029,cs,elektrikářka
Q165029,mt,elettriċista
Q165029,fi,sähkömies
Q165029,da,elinstallatør
Q165029,da,el-installatør
Q165029,lv,elektromontieris
Q165029,lv,elektriķi
Q164726,en,União Metalo-Mecânica
Q164726,nl,Uniao Metalo-Mecanica
Q165654,pt,Condestável de frança
Q165654,es,Condestables
Q165654,es,Condestablesa
Q165654,it,Gran connestabile
Q165654,it,Conestabile
Q165654,it,Gran Conestabile
Q165654,de,Connétable
Q165654,de,Condestable
Q165654,de,Connetable
Q165654,de,Konstabel
Q165654,da,Marineoverkonstabel
Q165654,da,Marinespecialist
Q165654,da,Konstabelelev
Q165654,da,Overkonstabel af 1. grad
Q165654,da,Flyverspecialist
Q165654,da,Flyveroverkonstabel
Q165654,da,Overkonstabel
Q165654,da,Flyverkonstabel
Q165654,da,Marinekonstabel
Q165654,ja,邏卒
Q165654,ja,コンスタブル
Q165654,ja,城守
Q165654,ja,コネターブル
Q165654,ja,アーチボルド・コンスタブル
Q165654,sv,Konnetabel
Q165654,et,Konnetaabel
Q165654,zh,司厩长
Q165654,zh,統帥
Q165654,zh,治安官
Q165654,fi,poliisikonstaapeli
Q193391,zh,外交使节
Q193391,zh,外交代表
Q193391,zh,外交人員
Q193391,zh,外交家
Q193391,zh,外交人物
Q193391,zh,外交人
Q193391,es,diplomáticos
Q193391,es,diplomática
Q193391,es,enviado diplomático
Q193391,es,diplomatico
Q193391,es,diplomaticos
Q193391,es,diplomatica
Q193391,es,enviado diplomatico
Q193391,de,Diplomatin
Q193391,ja,電信官
Q193391,ja,外交家
Q193391,ja,外務官僚
Q193391,ja,一等書記官
Q193391,nl,attaché
Q193391,nl,vredeshandhavers
Q193391,nl,attache
Q193391,sv,Corps diplomatique
Q193391,sv,Diplomatiska kåren
Q193391,th,นักการทูต
Q193391,it,agente diplomatico
Q193391,cs,diplomatka
Q193391,lv,diplomāte
Q193391,he,דיפלומטית
Q193391,vi,sứ giả
Q193391,ta,இராஜதந்திரம்
Q193391,sl,diplomatka
Q193391,ru,дипломатка
Q193391,pl,pracownik dyplomatyczny
Q193391,uk,дипломатка
Q193391,lt,diplomatinis atstovas
Q193391,lt,diplomatė
Q193391,lt,diplomatinė atstovė
Q193391,ro,ambasador
Q193391,ro,negociator
Q80866,pt,Morabito
Q80866,pl,Marabuci
Q80866,ru,Мурабут
Q80866,ru,Марабут
Q80866,be,Мурабут
Q80866,be,Марабут
Q80866,es,Santon musulmán
Q80866,es,Morabitismo
Q80866,es,Santón musulmán
Q80866,es,Marabout
Q80866,es,Marabutismo
Q80866,es,Morabitas
Q80866,es,Santón musulman
Q80866,es,Morabita
Q80866,es,Santon musulman
Q80866,it,marabutismo
Q80866,it,marabutti
Q80866,it,marabuttismo
Q80866,ar,مربوط
Q80866,ar,المربوط
Q80866,nl,marabout
Q80866,en,Marabouts
Q201788,zh,歷史家
Q201788,zh,史學家
Q201788,zh,历史学者
Q201788,zh,史学家
Q201788,fr,historienne
Q201788,fr,historiographe
Q201788,fr,historien
Q201788,he,הסטוריון
Q201788,he,היסטוריונית
Q201788,de,Historiograph
Q201788,de,Historikerin
Q201788,de,Historiographin
Q201788,de,Historiograf
Q201788,de,Historiografin
Q201788,de,Geschichtsschreiber
Q201788,de,Geschichtsschreiberin
Q201788,de,Geschichtsforscher
Q201788,de,Geschichtsforscherin
Q201788,de,Geschichtswissenschaftler
Q201788,de,Geschichtswissenschaftlerin
Q201788,de,Lokalhistoriker
Q201788,de,Lokalhistorikerin
Q201788,de,Landeshistoriograph
Q201788,de,Landeshistoriographin
Q201788,de,Landeshistoriograf
Q201788,de,Landeshistoriografin
Q201788,ja,歴史研究家
Q201788,ja,歴史学者
Q201788,ja,史学者
Q201788,nl,geschiedkundige
Q201788,nl,geschiedschrijver
Q201788,nl,historica
Q201788,ar,مؤّرخ
Q201788,sv,hävdaforskare
Q201788,pt,historiadora
Q201788,pt,historiadores
Q201788,pt,historiadoras
Q201788,sk,historička
Q201788,sl,zgodovinarka
Q201788,sl,zgodovinopisec
Q201788,sl,historiograf
Q201788,cs,historička
Q201788,cs,historiograf
Q201788,hr,povjesničarka
Q201788,da,Historieskriver
Q201788,es,historiadora
Q201788,es,historiógrafo
Q201788,es,historiografo
Q201788,es,historeador
Q201788,es,historeadora
Q201788,lt,istorikė
Q201788,en,historiographer
Q201788,en,historians
Q201788,it,storiografo
Q201788,it,storica
Q201788,it,storiografa
Q201788,it,storici
Q201788,hy,պատմագիր
Q201788,fi,historiantutkija
Q201788,id,ahli sejarah
Q201788,vi,sử gia
Q201788,ms,ahli sejarah
Q201788,hu,történetíró
Q201788,hu,historiográfus
Q201788,hu,histórikus
Q201788,hu,történettudós
Q201788,hu,történelemtudós
Q201788,ro,istoriograf
Q201788,lv,vēsturniece
Q201788,be,гістарыёграф
Q201788,be,гісторыкі
Q201788,uk,історикознавець
Q201788,uk,історіограф
Q201788,uk,знавець історії
Q201788,uk,викладач історії
Q201788,uk,історикиня
Q201788,ko,역사학자
Q201788,fa,تاریخ‌نگار
Q201788,fa,تاریخ‌نویس
Q201788,fa,تاریخ‌پژوه
Q201788,fa,تاریخ‌دان
Q247797,de,Zollbeamte
Q247797,bg,митничарка
Q247797,en,customer
Q247797,nl,douaneambtenaar
Q247797,nl,douanier
Q247797,es,agente de aduanas
Q247797,es,agente aduanero
Q247797,es,aduanero
Q247797,es,policía aduanero
Q247797,cs,celní úředník
Q247797,fr,douanier
Q247797,fr,douanière
Q247797,fr,directeur des douanes
Q247797,pl,funkcjonariusz Służby Celno-Skarbowej
Q247797,da,toldassistent
Q247797,da,toldbetjent
Q247797,da,toldinspektør
Q247797,sv,tulltjänstemän
Q247797,sv,tullare
Q247797,pt,autoridade aduaneira
Q247797,ja,税関長
Q247797,ru,таможенница
Q247797,lt,muitininkė
Q247797,it,doganieri
Q247797,it,agente doganale
Q247797,it,funzionario della dogana
Q247797,it,funzionario delle dogane
Q247797,it,impiegato di dogana
Q247797,ro,vameș
Q247797,ar,ضابط الجمارك
Q247797,ar,جمركي
Q102083,be,Рыцары
Q102083,be,Рыцарства
Q102083,he,תואר אבירות
Q102083,lv,Bruņinieki
Q102083,it,cavaliere medievale
Q102083,vi,hiệp sỹ
Q102083,vi,kỵ sĩ
Q102083,vi,kị sĩ
Q102083,is,Riddarar
Q102083,ru,динстман
Q102083,ru,рыцарство
Q102083,ru,рыцари
Q102083,tr,Şövalyelik
Q102083,tr,Ritter
Q102083,th,การเป็นอัศวิน
Q102083,ro,Cavaleri
Q102083,sl,viteštvo
Q102083,fa,نایت
Q102083,ka,რაინდები
Q102083,ka,რაინდობა
Q102083,hr,Viteštvo
Q102083,lt,riteriai
Q102083,lt,riterė
Q102083,pl,kawaler
Q102083,de,Rittertum
Q102083,de,Ritterstand
Q102083,de,Ritterschaft
Q102083,de,Ritterwürde
Q102083,ms,kesyatria
Q102083,ms,kesatria
Q102083,ms,satria
Q102083,ms,sateria
Q102083,nl,ridder (ruiter)
Q102083,az,rıçar
Q101539,es,azafata
Q101539,es,azafato
Q101539,es,aeromozo
Q101539,es,aeromoza
Q101539,es,TCP
Q101539,es,tripulante de cabina de pasajeros
Q101539,es,sobrecargo
Q101539,es,steward
Q101539,en,stewardess
Q101539,en,steward
Q101539,en,air hostess
Q101539,en,air host
Q101539,en,cabin crew member
Q101539,ru,стюардесса
Q101539,ru,бортпроводница
Q101539,ru,стюард
Q101539,da,steward
Q101539,da,stewardesse
Q101539,da,flyvært
Q101539,fr,steward
Q101539,fr,hôtesse de l'air
Q101539,fr,PNC
Q101539,fr,personnel de bord
Q101539,cs,letuška
Q101539,cs,stevardka
Q101539,cs,stevard
Q101539,nl,stewardess
Q101539,ro,steward
Q101539,ar,مضيفة طيران
Q101539,ar,ملاح مقصورة
Q101539,ar,مضيف الطيران
Q101539,he,דיילת אוויר
Q101539,ko,항공기 승무원
Q101539,ko,스튜어디스
Q101539,ko,스튜어드
Q101539,de,Stewardess
Q101539,de,Flugbegleiterin
Q101539,de,Steward
Q101539,az,stüardessa
Q101539,id,pramugara
Q101539,id,awak kabin
Q101539,id,kepramugaraan
Q101539,pt,comissária de bordo
Q101539,pt,aeromoço
Q101539,pt,aeromoça
Q101539,fi,lentoemäntä
Q101539,fi,stuertti
Q101539,fi,matkustamohenkilöstö
Q101539,fi,matkustamohenkilökunta
Q101539,pl,konwojent pokładu samolotu
Q101539,zh,空姐
Q101539,zh,空乘
Q101539,bn,স্টুয়ার্ড
Q101539,bn,স্টুয়ার্ডেস
Q101539,bn,এয়ার হোস্ট
Q101539,bn,হোস্টেস
Q101539,lt,stiuardesė
Q101539,uk,стюардеса
Q101539,ja,キャビンクルー
Q101539,ja,キャビンアテンダント
Q101539,ja,CA
Q101539,ja,フライトアテンダント
Q101539,ja,スチュワード
Q101539,ja,スチュワーデス
Q101539,sk,palubný sprievodca/palubná sprievodkyňa v leteckej doprave
Q170790,es,matemáticos
Q170790,es,matemática
Q170790,es,matemáticas
Q170790,es,matematico
Q170790,es,matematicos
Q170790,es,matematica
Q170790,es,matematicas
Q170790,sk,matematici
Q170790,sv,matematikern
Q170790,fr,mathématicienne
Q170790,fr,mathématicien
Q170790,fr,mathématicien·ne
Q170790,fr,chercheuse en mathématiques
Q170790,fr,chercheur en mathématiques
Q170790,fr,mathématicienne ou mathématicien
Q170790,de,Mathematikerin
Q170790,de,Dipl.-Math.
Q170790,de,Hofmathematiker
Q170790,fa,ریاضی‌دانان
Q170790,fa,ریاضی‌کار
Q170790,fa,ریاضی کار
Q170790,fa,ریاضی دانان
Q170790,fa,ریاضی دان
Q170790,fa,ریاضیدان
Q170790,zh,数学家
Q170790,ar,عالم رياضيات
Q170790,ar,علماء الرياضيات
Q170790,nl,mathemaat
Q170790,nl,mathematicus
Q170790,he,מתמטיקאית
Q170790,he,מתימטיקאי
Q170790,cs,matematička
Q170790,cs,mathematik
Q170790,bg,математичка
Q170790,tr,matematisyen
Q170790,tr,riyaziyeci
Q170790,id,matematikus
Q170790,id,ahli matematika
Q170790,sl,matematičarka
Q170790,it,matematici
Q170790,te,గణిత శాస్త్రజ్ఞుడు
Q170790,lv,matemātiķe
Q170790,pl,matematyczka
Q170790,pl,matematycy
Q170790,bn,গণিতজ্ঞ
Q170790,ro,matematiciană
Q170790,ro,cercetător în matematică
Q170790,lt,matematikė
Q170790,uk,математикиня
Q253567,nl,Beroepsbegeleidende leerweg
Q253567,nl,BBL-traject
Q253567,ja,見習い
Q253567,ja,見習工
Q253567,de,Lehrling
Q253567,de,Azubi
Q253567,de,Lernling
Q253567,de,Auszubildende
Q253567,de,Lehrtochter
Q253567,de,Junge
Q253567,zh,学徒
Q253567,fi,oppisopimusharjoittelija
Q253567,fi,oppipoika
Q253567,pt,Contrato de aprendizagem
Q253567,fr,apprenti
Q253567,fr,apprentie
Q253567,hu,gyakornok
Q253567,ru,ученица
Q253567,sl,pripravnica
Q253567,lt,mokinė
Q253567,ko,도제 제도
Q253567,ko,도제 교육
Q252924,es,plomero
Q252924,es,gasfitero
Q252924,cs,instalatérka
Q252924,cs,vodoinstalatér
Q252924,cs,vodoinstalatérka
Q252924,fr,installateur sanitaire
Q252924,fr,plombier
Q252924,fr,plombière
Q252924,de,Installateurin
Q252924,de,Rohrleger
Q252924,zh,管子工
Q252924,zh,管工
Q252924,zh,管道工
Q252924,hu,vízvezeték-szerelő
Q252924,hu,víz-gáz szerelő
Q252924,hu,víz- és gázvezeték-szerelő
Q252924,mt,plumber
Q252924,ar,مرصص
Q252924,da,VVS-installatør
Q252924,ta,பிளம்பர்
Q252924,lt,santechnikė
Q252924,sv,rörmokare
Q252924,he,אינסטלטור
Q252924,ro,instalator sanitar
Q196721,da,industritekniker-maskin
Q196721,en,fitter
Q196721,en,fitter and turner
Q196721,de,Zerspanungstechniker
Q196721,de,Werkzeugmaschineur
Q196721,de,Zerspanungsmechanikerin
Q196721,nl,bankwerker
Q196721,nl,machinebankwerker
Q196721,id,tukang mesin
Q196721,id,tukang
Q196721,cs,strojník
Q196721,cs,strojní zámečník
Q196721,ja,機械運転者
Q196721,ja,機械製作者
Q196721,ja,機械製作工
Q196721,ja,機械修理工
Q196721,ja,機械加工者
Q196721,ja,機械技術者
Q196721,ja,マシニスト
Q196721,ja,フィッター
Q196721,hy,ճախարակագործ
Q196721,sl,strojna mehaničarka
Q196721,sl,strojni ključavničar
Q196721,sl,strojna ključavničarka
Q196721,ru,слесарь
Q196721,ru,слесарь и токарь
Q196721,ru,машинист
Q196721,ru,фрезеровщик
Q196721,ru,машинист (промышленность)
Q196721,ar,ميكانيكي
Q196721,pl,ślusarz
Q196721,ro,montator și strungar
Q196853,de,Zetgelette
Q196992,es,utillero
Q197145,de,Jiangnan Automobile
Q197541,en,GAC Gonow
Q197541,de,GAC Gonow
Q197541,ru,"Zhejiang Gonow Auto Co., Ltd."
Q197541,ru,GAC Gonow
Q81965,zh,美国通用汽车公司
Q81965,zh,通用汽车
Q81965,zh,通用汽車
Q81965,zh,General Motors
Q81965,pl,General Motors Corp.
Q81965,ms,General Motors Company
Q81965,bn,জিএম
Q81965,bn,জেনারেল মটর্‌স
Q81965,sv,General Motors Corporation
Q81965,ar,جي أم سي
Q81965,pt,General Motors Corporation
Q81965,pt,GMDL
Q81965,ru,Дженерал Моторс
Q81965,ru,General Motors Company
Q81965,ru,Дженерал-Моторс
Q81965,ru,General Motors Corporation
Q81965,ru,Дженерал моторз
Q81965,ru,Дженерол моторс
Q81965,fi,General Motors Finland
Q81965,fi,General Motors Canada
Q81965,fi,General Motors Corporation
Q81965,uk,Дженерал Моторс
Q81965,uk,GM
Q81965,uk,Дженерал Моторз
Q81965,hr,GM
Q81965,da,General Motors Corporation
Q81965,fr,Général Motors
Q81965,fr,General Motors Corporation
Q81965,be,GMC
Q81965,ko,제너럴모터스
Q81965,ko,지엠
Q81965,ko,제네럴 모터스
Q81965,he,GM
Q81965,it,General Motors Corporation
Q81965,de,General Motors Corporation
Q81965,de,General-Motors
Q81965,de,GM
Q81965,id,General Motors Company
Q81965,id,General Motors Corporation
Q81965,ja,ジェネラル・モーターズ
Q81965,ja,ゼネラル・モータース
Q81965,ja,ゼネラル・モーターズ
Q81965,ja,ゼネラルモータース
Q81965,ja,ジェネラル・モータース社
Q81965,ja,ジェネラルモーターズ
Q81965,ja,ジェネラル・モータース
Q81965,ja,ジェネラルモータース
Q81965,vi,General Motors Corporation
Q81965,sk,GM
Q81965,ro,GM
Q81965,ro,General Motors Corporation
Q81965,th,เจเนอรัลมอเตอร์ส
Q81965,th,เจนเนอรัล มอเตอร์ส
Q81965,th,เจเนอรัล มอเตอร์
Q81965,th,เจเนอรัลมอเตอร์
Q81965,th,General Motors
Q81965,sl,Gm
Q81965,sl,General Motors Corporation
Q81965,cs,General Motors Company
Q81965,bg,Дженерал Моторс
Q81965,bg,GM
Q81965,bg,Дженерал Мотърс
Q81965,bg,Дженеръл Моторс
Q81965,bg,General Motors
Q81965,ka,ჯენერალ მოტორსი
Q81965,ka,ჯენერალ მოტორზი
Q81965,lt,General Motors Corporation
Q81965,en,GM
Q81965,en,General Motors Corporation
Q81965,uz,"""Jeneral motors"""
Q81965,uz,Jeneral Motors
Q81965,uz,"""Jeneral Motors"""
Q81965,uz,General Motors
Q81965,hi,जनरल मोटर्स कंपनी
Q81965,hi,जीएम
Q81965,hi,जी.एम.
Q81965,hi,जनरल मोटर्स कार्पोरेशन
Q81965,es,GM
Q303486,en,botsman
Q303486,en,bo's'n
Q303486,en,bosun
Q303486,en,bos'n
Q303486,en,Petty Officer
Q303486,en,deck boss
Q303486,en,bootsmann
Q303486,en,bossun
Q303486,en,BSN
Q303486,cs,loďmistryně
Q303486,ja,掌帆長
Q303486,ja,甲板長
Q303486,id,Bosun
Q303486,zh,水手长
Q303486,ru,дракон
Q303486,uk,дракон
Q303928,de,Actis
Q303928,de,actis
Q303928,nl,Abactis
Q303928,nl,Ab-Actis
Q303928,nl,Ab-actis
Q303928,es,actis
Q303928,en,actis
Q172741,zh,斯巴鲁汽车
Q172741,zh,Subaru
Q172741,zh,斯巴鲁
Q172741,zh,富士汽車
Q172741,zh,掃把佬
Q172741,zh,速霸陸
Q172741,be,Субару
Q172741,ko,스바루자동차
Q172741,ko,스바루 자동차
Q172741,es,Subaru Technica International
Q172741,ja,SUBARU
Q172741,ja,スバル自動車
Q172741,ja,シンメトリカルAWD
Q172741,pt,Symmetrical AWD
Q172741,pt,Motores Subaru na Fórmula 1
Q172741,uk,Субару
Q172741,ru,Субару
Q172741,ru,Субара
Q172741,ru,автомобиль Субару
Q172153,ru,English Racing Automobiles
Q172153,fr,ERA
Q172153,fi,ERA
Q172153,it,ERA
Q172153,de,English Racing Automobiles Ltd.
Q172153,sl,ERA Ltd.
Q172153,sv,ERA-Bristol
Q172153,en,ERA
Q172153,en,ERA F1 team
Q172153,en,ERA Formula One team
Q172153,es,ERA
Q172153,es,E.R.A.
Q172153,zh,英格兰赛车队
Q172465,pt,Kojima Engineering
Q172465,sl,Kojima Engineering
Q172465,pl,Kojima
Q172465,sv,Kojima-Ford
Q172465,en,Kojima F1 team
Q172465,en,Kojima Formula One team
Q288728,en,decorator
Q288728,en,house decorator
Q288728,en,painter
Q288728,en,house painter
Q288728,de,Lackierer
Q288728,de,Maler
Q288728,de,Anstreicher
Q288728,de,Malerin
Q288728,de,Lackiererin
Q288728,de,Maler/in Lackierer/in
Q288728,cs,lakýrník
Q288728,cs,malíř
Q288728,cs,lakýrnice
Q288728,mt,żebbiegħ
Q288728,fr,façadeklacher
Q288728,nl,façadeklacher
Q288728,nl,schilder
Q288728,zh,裝修工
Q288728,it,imbiancatore
Q288728,el,Μπογιατζής
Q288728,ro,zugrav
Q288728,sl,slikopleskarka
Q288728,ar,صباغ
Q288726,nl,Heinis (automerk)
Q288737,nl,Pieper (autofabrikant)
Q288737,nl,Pieper (Belgisch bedrijf)
Q288712,de,Baby Silvestre
Q288710,en,Clement-Bayard
Q288710,it,Clement-Bayard
Q288710,cs,Bayard-Clément
Q288710,cs,Établissements Clément-Bayard
Q288710,es,Clement-Bayard
Q288724,nl,Griffon (motorfiets)
Q289578,en,Zedel
Q289578,de,ZL
Q81096,zh,工程師
Q81096,uz,injener
Q81096,sv,ingenjöre
Q81096,sv,ingeniör
Q81096,nl,engineer
Q81096,nl,ir.
Q81096,ru,инженерка
Q81096,hr,Inžinjer
Q81096,da,ingeniører
Q81096,he,מהנדס גיאודזיה
Q81096,he,מהנדסת
Q81096,he,מהנדס גאודזיה
Q81096,ko,엔지니어
Q81096,ko,공학자
Q81096,fr,ingénieur
Q81096,lv,inženiere
Q81096,it,ingegneri
Q81096,it,ingegnera
Q81096,de,Ingenieurin
Q81096,ja,工学研究者
Q81096,ja,技術者
Q81096,ja,工学者
Q81096,hi,अभियंता
Q81096,hi,इंजीनियर
Q81096,sk,.
Q81096,sk,inžinierka
Q81096,th,Engineer
Q81096,th,เอนจิเนียร์
Q81096,fa,رشته‌های مهندسی
Q81096,fa,انجنیر
Q81096,fa,رشته های مهندسی
Q81096,fa,انجینیر
Q81096,fa,سامانه اطلاعات مکانی
Q81096,bg,Инженери
Q81096,bg,Инж.
Q81096,vi,kĩ sư
Q81096,es,ingeniera
Q81096,cs,inženýrka
Q81096,cs,inžinýr
Q81096,cs,inžinýrka
Q81096,id,perekayasa
Q81096,id,rekayasawan
Q81096,bn,ইঞ্জিনিয়ার
Q81096,ro,ingineră
Q81096,hu,inzsellér
Q81096,uk,інженерні кадри
Q81096,lt,inžinierė
Q81096,sl,inženirka
Q192814,tl,Harley Davidson
Q192814,tl,Hog
Q201788,tl,historyadora
Q201788,tl,hanunulat ng kasaysayan
Q201788,tl,mananalaysay
Q201788,tl,istoryador
Q102083,tl,Caballero
Q102083,tl,Knight
Q81096,ha,injinar
Q203044,en,Binz GmbH & Co. KG
